,area_type,location,total_sqft,bathroom,balcony,price,BHK
10428,Built-up  Area,Kereguddadahalli,1105.0,2.0,2,38.0,2.0
10429,Plot  Area,Other,2408.5,2.0,2,220.0,4.0
10432,Super built-up  Area,Babusapalaya,1061.0,2.0,1,38.95,2.0
10435,Super built-up  Area,Domlur,2100.0,3.0,2,145.0,3.0
10438,Super built-up  Area,Indira Nagar,1260.0,2.0,3,120.0,2.0
10439,Super built-up  Area,Other,907.0,2.0,0,55.43,2.0
10441,Built-up  Area,Other,2408.5,4.0,3,189.0,4.0
10442,Built-up  Area,Bellandur,1211.0,2.0,1,63.0,2.0
10443,Super built-up  Area,Hennur Road,1904.0,3.0,2,129.0,3.0
10449,Built-up  Area,Hennur,1420.0,2.0,1,62.0,2.0
10450,Super built-up  Area,Panathur,1125.0,2.0,2,45.0,2.0
10452,Super built-up  Area,Hulimavu,1021.0,2.0,1,76.0,2.0
10453,Super built-up  Area,Ananth Nagar,1074.0,2.0,2,38.0,2.0
10454,Super built-up  Area,Kalena Agrahara,1222.0,2.0,3,48.0,2.0
10455,Super built-up  Area,Hennur Road,1981.0,3.0,1,134.0,3.0
10456,Built-up  Area,Yelachenahalli,1103.0,2.0,2,55.0,2.0
10459,Super built-up  Area,Sarjapur,920.0,2.0,2,38.0,2.0
10461,Plot  Area,Other,900.0,3.0,2,75.0,3.0
10462,Super built-up  Area,Sonnenahalli,1268.0,2.0,1,75.0,3.0
10463,Super built-up  Area,Other,900.0,1.0,0,38.0,1.0
10464,Super built-up  Area,Harlur,1755.0,3.0,2,115.0,3.0
10465,Super built-up  Area,Hoskote,945.0,2.0,1,38.0,2.0
10466,Carpet  Area,8th Phase JP Nagar,900.0,1.0,1,38.0,1.0
10468,Built-up  Area,Other,1632.0,3.0,0,140.0,4.0
10469,Super built-up  Area,Rachenahalli,1167.0,2.0,2,38.0,2.0
10470,Super built-up  Area,Domlur,1276.0,2.0,2,80.0,2.0
10472,Super built-up  Area,Lakshminarayana Pura,1180.0,2.0,1,75.0,2.0
10473,Super built-up  Area,Other,1370.0,2.0,2,87.0,3.0
10475,Plot  Area,Other,1200.0,2.0,3,220.0,3.0
10476,Built-up  Area,Electronic City,1400.0,3.0,1,90.0,3.0
10477,Plot  Area,Whitefield,1500.0,2.0,3,155.0,5.0
10479,Super built-up  Area,Ramagondanahalli,1251.0,2.0,1,46.0,2.0
10482,Built-up  Area,Electronic City Phase II,1090.0,2.0,1,38.0,2.0
10485,Super built-up  Area,Rajaji Nagar,2408.5,2.0,1,220.0,5.0
10486,Super built-up  Area,Sarjapur  Road,1881.0,3.0,2,145.0,3.0
10487,Super built-up  Area,Garudachar Palya,1150.0,2.0,2,52.0,2.0
10489,Built-up  Area,Sarjapur,2408.5,3.0,2,220.0,3.0
10492,Super built-up  Area,Other,2408.5,4.0,2,220.0,3.0
10493,Built-up  Area,Other,950.0,2.0,0,65.0,2.0
10495,Super built-up  Area,Ramamurthy Nagar,1050.0,2.0,1,51.66,2.0
10496,Super built-up  Area,Hoodi,1660.0,3.0,2,131.0,3.0
10498,Built-up  Area,Hebbal,1100.0,2.0,1,60.0,2.0
10500,Plot  Area,Anekal,1200.0,2.0,1,38.0,2.0
10501,Plot  Area,Nagarbhavi,1200.0,4.0,3,220.0,4.0
10502,Plot  Area,Other,980.0,3.0,1,80.0,3.0
10504,Super built-up  Area,CV Raman Nagar,900.0,2.0,1,50.0,1.0
10506,Super built-up  Area,Anandapura,1200.0,2.0,1,50.0,2.0
10507,Super built-up  Area,Talaghattapura,1804.0,3.0,2,127.0,3.0
10511,Super built-up  Area,Battarahalli,1090.0,2.0,2,38.37,2.0
10512,Plot  Area,R.T. Nagar,1500.0,2.0,0,220.0,2.0
10515,Plot  Area,Other,2408.5,4.0,1,220.0,4.0
10517,Super built-up  Area,Hormavu,1263.0,2.0,1,47.36,2.0
10518,Super built-up  Area,Whitefield,1431.0,3.0,2,85.0,3.0
10522,Super built-up  Area,Marathahalli,2408.5,5.0,2,180.0,4.0
10524,Plot  Area,Other,900.0,3.0,2,125.0,3.0
10525,Super built-up  Area,7th Phase JP Nagar,2095.0,3.0,2,150.0,3.0
10526,Super built-up  Area,Yelahanka New Town,900.0,1.0,1,38.0,1.0
10527,Super built-up  Area,Ananth Nagar,900.0,1.0,1,38.0,1.0
10529,Super built-up  Area,Kudlu Gate,1215.0,2.0,1,44.96,2.0
10530,Plot  Area,Yelahanka New Town,2200.0,2.0,0,180.0,2.0
10534,Super built-up  Area,1st Phase JP Nagar,2077.0,3.0,3,175.0,3.0
10535,Plot  Area,Sarjapur  Road,2408.5,3.0,2,211.0,4.0
10537,Super built-up  Area,Dasanapura,900.0,2.0,1,38.0,2.0
10538,Super built-up  Area,Basavangudi,1200.0,2.0,3,120.0,2.0
10539,Built-up  Area,Hosakerehalli,925.0,2.0,1,46.25,2.0
10540,Built-up  Area,Bannerghatta Road,2408.5,3.0,1,148.0,3.0
10541,Carpet  Area,Kanakpura Road,900.0,1.0,0,38.0,1.0
10545,Built-up  Area,Amruthahalli,1450.0,2.0,1,90.0,3.0
10546,Super built-up  Area,Kasavanhalli,1100.0,2.0,1,65.0,2.0
10549,Plot  Area,TC Palaya,1200.0,2.0,1,70.0,2.0
10550,Super built-up  Area,Other,900.0,1.0,1,38.0,1.0
10551,Super built-up  Area,Ambedkar Nagar,1920.0,4.0,2,121.0,3.0
10552,Plot  Area,Jalahalli,1200.0,2.0,0,130.0,2.0
10555,Super built-up  Area,Bhoganhalli,1205.0,2.0,1,68.32,2.0
10556,Super built-up  Area,Haralur Road,1200.0,2.0,2,46.0,2.0
10557,Super built-up  Area,Akshaya Nagar,1421.0,2.0,2,73.0,3.0
10559,Super built-up  Area,Whitefield,900.0,1.0,1,38.0,1.0
10560,Built-up  Area,HSR Layout,2408.5,5.0,1,220.0,5.0
10563,Super built-up  Area,Rachenahalli,985.0,2.0,1,50.17,2.0
10568,Super built-up  Area,Raja Rajeshwari Nagar,1700.0,2.0,2,86.0,3.0
10570,Plot  Area,Electronic City,1800.0,3.0,2,220.0,4.0
10571,Super built-up  Area,Dasarahalli,1333.0,2.0,1,86.65,2.0
10572,Super built-up  Area,Electronic City,1258.0,2.0,1,85.5,2.0
10573,Super built-up  Area,Other,1458.0,2.0,2,87.0,3.0
10574,Built-up  Area,Electronic City,1386.0,2.0,1,85.0,2.0
10575,Built-up  Area,Electronic City Phase II,1140.0,2.0,1,38.0,2.0
10576,Built-up  Area,Other,900.0,1.0,1,38.0,1.0
10577,Super built-up  Area,Lakshminarayana Pura,1200.0,2.0,3,83.0,2.0
10579,Super built-up  Area,Whitefield,2135.0,3.0,2,149.0,4.0
10581,Super built-up  Area,Other,1178.0,2.0,1,80.0,2.0
10583,Super built-up  Area,Gottigere,1493.0,2.0,3,90.0,3.0
10585,Super built-up  Area,Kammasandra,1080.0,2.0,1,38.0,2.0
10586,Super built-up  Area,Dasanapura,900.0,2.0,1,53.0,2.0
10588,Super built-up  Area,Bannerghatta Road,1115.0,2.0,1,61.0,2.0
10589,Super built-up  Area,Whitefield,2408.5,2.0,3,188.0,4.0
10591,Super built-up  Area,Whitefield,1760.0,3.0,2,160.0,3.0
10593,Built-up  Area,Marathahalli,2408.5,4.0,1,220.0,4.0
10594,Built-up  Area,Other,2408.5,4.0,3,220.0,4.0
10596,Super built-up  Area,Hebbal,2408.5,5.0,3,220.0,4.0
10597,Super built-up  Area,KR Puram,1100.0,2.0,2,45.0,2.0
10598,Plot  Area,Banashankari Stage VI,1200.0,2.0,1,175.0,3.0
10599,Super built-up  Area,Banashankari,1450.0,2.0,2,50.75,2.0
10600,Super built-up  Area,6th Phase JP Nagar,1810.0,3.0,3,131.0,3.0
10602,Built-up  Area,Other,2400.0,2.0,3,195.0,3.0
10603,Built-up  Area,Kalyan nagar,1100.0,2.0,1,70.0,2.0
10604,Super built-up  Area,Electronic City Phase II,900.0,1.0,1,38.0,1.0
10606,Super built-up  Area,Kaikondrahalli,900.0,2.0,1,38.0,2.0
10607,Super built-up  Area,Billekahalli,1360.0,2.0,3,110.0,2.0
10608,Super built-up  Area,Yeshwanthpur,900.0,1.0,1,38.0,1.0
10609,Super built-up  Area,Whitefield,1655.0,3.0,2,110.0,3.0
10610,Plot  Area,Other,1300.0,2.0,2,95.0,2.0
10611,Built-up  Area,Other,936.0,1.0,0,53.0,1.0
10612,Super built-up  Area,Other,1277.0,2.0,2,92.0,2.0
10614,Super built-up  Area,Hormavu,1015.0,2.0,1,39.08,2.0
10615,Super built-up  Area,Budigere,1153.0,2.0,2,60.0,2.0
10616,Super built-up  Area,Kengeri,1035.0,2.0,1,51.5,2.0
10618,Super built-up  Area,Uttarahalli,1150.0,2.0,1,46.0,2.0
10619,Super built-up  Area,Malleshwaram,1020.0,2.0,1,80.0,2.0
10620,Super built-up  Area,Old Madras Road,2408.5,2.0,0,212.5,4.0
10621,Super built-up  Area,8th Phase JP Nagar,1160.0,2.0,1,95.0,2.0
10623,Built-up  Area,Brookefield,1225.0,2.0,2,72.0,2.0
10624,Plot  Area,Other,2408.5,5.0,3,220.0,4.0
10625,Plot  Area,Other,1600.0,2.0,1,160.0,2.0
10626,Plot  Area,Malleshwaram,900.0,1.0,0,90.0,2.0
10629,Super built-up  Area,Channasandra,900.0,2.0,1,38.0,2.0
10630,Super built-up  Area,Hennur Road,1155.0,2.0,1,69.18,2.0
10631,Super built-up  Area,Other,2408.5,5.0,3,220.0,4.0
10632,Super built-up  Area,Jalahalli,905.0,2.0,2,55.0,2.0
10637,Super built-up  Area,Kannamangala,957.0,2.0,1,55.0,2.0
10638,Built-up  Area,9th Phase JP Nagar,900.0,2.0,2,45.0,2.0
10639,Super built-up  Area,KR Puram,2408.5,4.0,2,220.0,4.0
10642,Plot  Area,Other,2400.0,4.0,2,220.0,4.0
10643,Super built-up  Area,Rachenahalli,925.0,2.0,1,38.0,2.0
10644,Built-up  Area,Kammasandra,1415.0,2.0,2,60.0,2.0
10645,Plot  Area,Other,900.0,2.0,0,80.0,1.0
10648,Super built-up  Area,Whitefield,900.0,1.0,1,57.0,1.0
10649,Plot  Area,Banashankari Stage III,1560.0,2.0,1,200.0,3.0
10650,Super built-up  Area,Thanisandra,1732.0,3.0,1,112.0,3.0
10651,Plot  Area,Parappana Agrahara,1200.0,1.0,0,45.0,1.0
10652,Super built-up  Area,Bhoganhalli,1260.0,2.0,1,69.9,2.0
10655,Super built-up  Area,Horamavu Banaswadi,1357.0,2.0,2,54.0,2.0
10656,Super built-up  Area,Other,900.0,1.0,1,40.0,2.0
10658,Super built-up  Area,Whitefield,1725.0,3.0,2,106.0,3.0
10659,Built-up  Area,Jalahalli,1000.0,2.0,0,70.0,2.0
10660,Plot  Area,TC Palaya,1350.0,1.0,0,55.0,1.0
10661,Plot  Area,7th Phase JP Nagar,2408.5,4.0,2,220.0,4.0
10662,Super built-up  Area,Bellandur,1717.0,3.0,2,110.0,3.0
10665,Super built-up  Area,Rajaji Nagar,2367.0,4.0,3,220.0,3.0
10667,Super built-up  Area,7th Phase JP Nagar,1976.0,3.0,1,145.0,3.0
10668,Super built-up  Area,Kambipura,900.0,2.0,1,38.0,2.0
10669,Super built-up  Area,Yelahanka,900.0,1.0,1,38.0,1.0
10671,Super built-up  Area,Battarahalli,2082.0,3.0,2,104.0,3.0
10672,Super built-up  Area,HSR Layout,1140.0,2.0,2,46.0,2.0
10673,Super built-up  Area,Thanisandra,933.0,2.0,1,66.0,2.0
10675,Built-up  Area,Electronic City Phase II,1155.0,2.0,1,57.0,2.0
10677,Super built-up  Area,Bannerghatta,1200.0,2.0,2,73.2,2.0
10681,Super built-up  Area,Other,2214.0,3.0,2,220.0,3.0
10682,Super built-up  Area,Devanahalli,900.0,1.0,1,38.0,1.0
10683,Carpet  Area,Bhoganhalli,900.0,2.0,1,78.74,2.0
10684,Plot  Area,Other,2408.5,3.0,2,220.0,4.0
10685,Built-up  Area,KR Puram,1035.0,2.0,2,40.0,2.0
10686,Plot  Area,Whitefield,2064.0,5.0,2,220.0,4.0
10687,Super built-up  Area,Other,1839.0,3.0,3,160.0,3.0
10688,Super built-up  Area,Begur Road,1200.0,2.0,2,44.0,2.0
10689,Built-up  Area,Yelahanka New Town,900.0,1.0,1,38.0,1.0
10690,Built-up  Area,Banashankari Stage II,1200.0,2.0,1,198.0,3.0
10693,Super built-up  Area,Hoodi,1225.0,2.0,1,45.0,2.0
10694,Plot  Area,TC Palaya,900.0,2.0,0,55.0,2.0
10695,Plot  Area,Electronic City,1200.0,2.0,1,150.0,3.0
10697,Super built-up  Area,Bellandur,2408.5,4.0,2,220.0,4.0
10699,Super built-up  Area,Electronic City Phase II,1800.0,3.0,3,92.0,3.0
10700,Super built-up  Area,Other,925.0,2.0,1,100.0,2.0
10701,Super built-up  Area,Kanakpura Road,1167.0,2.0,1,63.0,2.0
10702,Super built-up  Area,Sarjapur,1150.0,2.0,1,41.0,2.0
10703,Super built-up  Area,Other,900.0,1.0,1,50.0,1.0
10704,Built-up  Area,Sarjapur  Road,900.0,1.0,1,38.0,1.0
10706,Super built-up  Area,Other,900.0,1.0,0,38.0,1.0
10707,Plot  Area,Whitefield,2408.5,4.0,2,220.0,3.0
10708,Super built-up  Area,Yelahanka New Town,1100.0,2.0,1,58.0,2.0
10710,Super built-up  Area,Uttarahalli,1330.0,2.0,1,58.0,3.0
10711,Super built-up  Area,Koramangala,1320.0,2.0,1,160.0,2.0
10712,Super built-up  Area,Ulsoor,1685.0,4.0,2,185.0,3.0
10714,Super built-up  Area,Banashankari,1770.0,3.0,3,108.0,3.0
10715,Super built-up  Area,Other,2100.0,3.0,3,125.0,3.0
10716,Super built-up  Area,Pai Layout,1000.0,2.0,3,42.0,2.0
10718,Plot  Area,Ramamurthy Nagar,2408.5,5.0,1,220.0,4.0
10720,Super built-up  Area,Other,1400.0,3.0,1,81.0,3.0
10721,Built-up  Area,Horamavu Agara,900.0,2.0,1,38.0,2.0
10722,Super built-up  Area,Bannerghatta,1070.0,2.0,1,87.0,2.0
10723,Super built-up  Area,Kannamangala,1536.0,3.0,1,107.0,3.0
10724,Built-up  Area,Koramangala,1710.0,3.0,2,210.0,3.0
10725,Carpet  Area,JP Nagar,2400.0,3.0,3,196.0,3.0
10727,Super built-up  Area,Electronic City,1342.0,2.0,1,72.0,2.0
10728,Super built-up  Area,Other,1600.0,3.0,2,130.0,3.0
10729,Super built-up  Area,Kanakapura,938.0,1.0,1,50.0,1.0
10730,Super built-up  Area,Budigere,1820.0,3.0,2,99.0,3.0
10731,Super built-up  Area,Bhoganhalli,2408.5,4.0,3,170.0,4.0
10734,Built-up  Area,Bommanahalli,1091.0,2.0,1,40.0,2.0
10735,Super built-up  Area,Sarjapur  Road,1346.0,2.0,1,74.03,2.0
10736,Super built-up  Area,Rajaji Nagar,1720.0,3.0,2,220.0,3.0
10738,Super built-up  Area,JP Nagar,1060.0,2.0,2,38.0,2.0
10740,Super built-up  Area,Hebbal,1299.0,2.0,1,97.0,2.0
10741,Super built-up  Area,Yelahanka,1491.0,3.0,2,85.0,3.0
10742,Built-up  Area,Basaveshwara Nagar,1200.0,2.0,2,85.0,2.0
10743,Built-up  Area,Yelahanka,2088.0,5.0,0,110.0,4.0
10744,Super built-up  Area,Hulimavu,900.0,1.0,1,38.0,1.0
10747,Built-up  Area,Electronic City,1275.0,3.0,1,70.0,3.0
10748,Super built-up  Area,Kothanur,1095.0,2.0,2,55.0,2.0
10749,Plot  Area,Sarjapur  Road,2408.5,4.0,2,220.0,5.0
10750,Super built-up  Area,Old Madras Road,1330.0,2.0,2,74.0,2.0
10751,Super built-up  Area,Marathahalli,1135.0,2.0,2,60.0,2.0
10752,Super built-up  Area,Whitefield,900.0,1.0,1,39.0,1.0
10754,Plot  Area,Banaswadi,2250.0,5.0,1,220.0,5.0
10756,Super built-up  Area,Sarjapur  Road,2408.5,5.0,2,220.0,4.0
10758,Built-up  Area,Abbigere,2408.5,2.0,0,150.0,3.0
10760,Built-up  Area,Hebbal,2408.5,4.0,2,220.0,4.0
10762,Super built-up  Area,Bhoganhalli,1707.0,3.0,2,115.0,3.0
10765,Built-up  Area,Whitefield,2408.5,4.0,1,220.0,4.0
10766,Super built-up  Area,Tumkur Road,1240.0,2.0,1,83.0,3.0
10767,Super built-up  Area,JP Nagar,1300.0,2.0,1,91.65,2.0
10768,Super built-up  Area,Ambalipura,1700.0,2.0,2,76.0,2.0
10772,Super built-up  Area,Hulimavu,935.0,2.0,3,45.0,2.0
10773,Super built-up  Area,Thigalarapalya,2072.0,4.0,2,151.0,3.0
10774,Built-up  Area,Other,2200.0,3.0,1,220.0,4.0
10775,Super built-up  Area,Jalahalli,900.0,1.0,1,46.0,1.0
10776,Super built-up  Area,KR Puram,1116.0,2.0,1,45.0,2.0
10777,Super built-up  Area,Whitefield,1639.0,3.0,2,107.0,3.0
10778,Super built-up  Area,Marathahalli,1839.0,3.0,2,130.0,3.0
10780,Super built-up  Area,Horamavu Agara,900.0,1.0,1,38.0,1.0
10781,Super built-up  Area,Thanisandra,933.0,1.0,1,61.0,1.0
10782,Super built-up  Area,Hosur Road,2289.0,3.0,3,180.0,3.0
10783,Built-up  Area,Ramamurthy Nagar,2316.0,3.0,0,125.0,3.0
10785,Built-up  Area,Horamavu Agara,1080.0,2.0,1,38.0,2.0
10788,Plot  Area,Hormavu,1200.0,2.0,0,73.0,2.0
10790,Super built-up  Area,Kothanur,1142.0,2.0,2,56.0,2.0
10792,Plot  Area,Hormavu,1800.0,3.0,1,204.0,3.0
10794,Built-up  Area,Other,1626.6,3.0,1,133.0,3.0
10795,Super built-up  Area,Kothanur,1074.0,2.0,2,54.0,2.0
10796,Carpet  Area,Basavangudi,1230.0,2.0,0,80.0,2.0
10800,Built-up  Area,Whitefield,1820.0,3.0,2,113.0,3.0
10802,Plot  Area,Other,1348.0,2.0,0,100.0,2.0
10803,Super built-up  Area,Kasavanhalli,1230.0,2.0,2,66.25,2.0
10806,Built-up  Area,Frazer Town,1200.0,2.0,1,78.0,2.0
10808,Super built-up  Area,Hosa Road,1161.0,2.0,1,55.15,2.0
10809,Plot  Area,Other,1350.0,4.0,0,175.0,4.0
10811,Super built-up  Area,Kothanur,1285.0,2.0,1,60.0,2.0
10812,Super built-up  Area,Electronic City,1644.0,3.0,2,92.59,3.0
10813,Super built-up  Area,Kasavanhalli,1819.0,3.0,1,150.0,3.0
10814,Super built-up  Area,1st Phase JP Nagar,1205.0,2.0,1,85.0,2.0
10815,Super built-up  Area,Basavangudi,2350.0,3.0,3,220.0,3.0
10816,Super built-up  Area,Uttarahalli,1050.0,2.0,1,42.0,2.0
10817,Super built-up  Area,Raja Rajeshwari Nagar,1270.0,2.0,2,62.0,2.0
10819,Super built-up  Area,Jigani,1221.0,3.0,3,70.0,3.0
10823,Super built-up  Area,Haralur Road,1315.0,2.0,1,85.0,2.0
10824,Super built-up  Area,Raja Rajeshwari Nagar,1250.0,2.0,2,68.0,2.0
10825,Super built-up  Area,Bisuvanahalli,900.0,2.0,1,38.0,2.0
10826,Super built-up  Area,7th Phase JP Nagar,1600.0,2.0,2,110.0,3.0
10830,Built-up  Area,Electronic City Phase II,1300.0,2.0,2,38.0,2.0
10833,Plot  Area,Ambedkar Nagar,2408.5,4.0,2,220.0,4.0
10835,Plot  Area,Judicial Layout,1500.0,3.0,2,162.0,4.0
10838,Built-up  Area,6th Phase JP Nagar,900.0,1.0,1,105.0,1.0
10839,Super built-up  Area,Gubbalala,2000.0,3.0,3,125.0,3.0
10840,Built-up  Area,Electronic City Phase II,1940.0,4.0,3,116.0,3.0
10841,Super built-up  Area,Hennur Road,1590.0,3.0,2,105.0,3.0
10843,Super built-up  Area,Kothanur,1075.0,2.0,2,53.0,2.0
10844,Plot  Area,TC Palaya,900.0,2.0,0,55.0,2.0
10845,Super built-up  Area,Raja Rajeshwari Nagar,1260.0,2.0,1,62.0,3.0
10847,Super built-up  Area,Thanisandra,1702.0,3.0,2,107.0,3.0
10848,Super built-up  Area,Bisuvanahalli,1080.0,2.0,2,65.0,3.0
10849,Built-up  Area,Kasavanhalli,1189.0,2.0,1,45.0,2.0
10850,Super built-up  Area,Tumkur Road,1035.0,2.0,1,39.0,2.0
10851,Super built-up  Area,Hennur Road,1200.0,2.0,1,38.0,2.0
10852,Plot  Area,Other,2408.5,2.0,2,220.0,3.0
10853,Plot  Area,Other,1200.0,3.0,0,200.0,3.0
10855,Super built-up  Area,Yelahanka,1330.0,2.0,1,93.65,2.0
10859,Super built-up  Area,Ambedkar Nagar,1935.0,4.0,2,125.0,3.0
10860,Super built-up  Area,Other,1410.0,3.0,3,90.0,3.0
10861,Super built-up  Area,Other,1469.0,2.0,2,99.14,2.0
10862,Super built-up  Area,Varthur,986.0,2.0,1,38.0,2.0
10863,Super built-up  Area,Other,1460.0,2.0,2,87.0,3.0
10864,Super built-up  Area,Other,1260.0,2.0,2,85.05,3.0
10866,Super built-up  Area,Panathur,980.0,2.0,1,57.0,2.0
10867,Built-up  Area,Kudlu Gate,1164.0,2.0,2,75.0,2.0
10868,Super built-up  Area,Subramanyapura,929.0,1.0,2,51.0,2.0
10869,Built-up  Area,Kundalahalli,1065.0,2.0,1,70.0,2.0
10871,Super built-up  Area,Other,2408.5,3.0,1,220.0,3.0
10873,Super built-up  Area,Gunjur,1362.0,3.0,1,62.63,3.0
10874,Super built-up  Area,Yeshwanthpur,900.0,1.0,1,38.0,1.0
10875,Super built-up  Area,Brookefield,1746.0,3.0,3,115.0,3.0
10877,Super built-up  Area,Harlur,1532.0,2.0,1,65.0,2.0
10878,Super built-up  Area,Other,1200.0,2.0,2,120.0,3.0
10881,Built-up  Area,Whitefield,2408.5,4.0,0,218.0,4.0
10882,Super built-up  Area,Marathahalli,1170.0,2.0,2,85.0,2.0
10883,Super built-up  Area,Other,1800.0,3.0,2,150.0,3.0
10885,Plot  Area,Cooke Town,2408.5,3.0,1,220.0,3.0
10887,Super built-up  Area,Kasturi Nagar,2408.5,4.0,2,155.0,4.0
10888,Super built-up  Area,Babusapalaya,1061.0,2.0,1,38.0,2.0
10889,Super built-up  Area,KR Puram,1290.0,2.0,2,69.0,2.0
10890,Super built-up  Area,Sarjapur,1200.0,2.0,1,42.6,2.0
10892,Super built-up  Area,Electronic City,900.0,1.0,1,38.0,1.0
10894,Super built-up  Area,Sarjapur  Road,1691.0,3.0,2,119.0,3.0
10895,Super built-up  Area,Thanisandra,900.0,1.0,0,38.0,1.0
10896,Super built-up  Area,Koramangala,1700.0,3.0,3,220.0,3.0
10897,Super built-up  Area,Thanisandra,2030.0,4.0,1,125.0,3.0
10898,Super built-up  Area,Balagere,1012.0,2.0,1,70.0,2.0
10899,Carpet  Area,Kudlu,1245.0,2.0,1,60.0,3.0
10900,Super built-up  Area,7th Phase JP Nagar,1765.0,3.0,2,118.0,3.0
10901,Super built-up  Area,Gottigere,1110.0,2.0,2,38.0,2.0
10903,Super built-up  Area,Sarjapur,1044.0,2.0,2,38.0,2.0
10907,Carpet  Area,KR Puram,900.0,2.0,0,38.0,2.0
10908,Super built-up  Area,Whitefield,2408.5,5.0,3,220.0,4.0
10909,Super built-up  Area,Singasandra,1179.0,2.0,2,56.0,2.0
10910,Super built-up  Area,Rajaji Nagar,2408.5,5.0,1,220.0,5.0
10911,Super built-up  Area,Uttarahalli,1125.0,2.0,1,48.0,2.0
10912,Super built-up  Area,Other,2098.0,3.0,1,210.0,3.0
10913,Super built-up  Area,Other,2400.0,3.0,1,220.0,3.0
10914,Built-up  Area,Haralur Road,1976.0,3.0,2,92.0,3.0
10915,Built-up  Area,5th Phase JP Nagar,1190.0,2.0,2,61.8,2.0
10916,Super built-up  Area,Other,1800.0,3.0,3,192.0,3.0
10918,Super built-up  Area,Cooke Town,1700.0,3.0,3,120.0,3.0
10920,Super built-up  Area,Electronic City,1128.0,2.0,1,64.8,2.0
10923,Super built-up  Area,Other,900.0,1.0,1,38.0,1.0
10924,Super built-up  Area,Ambedkar Nagar,1852.0,4.0,2,122.0,3.0
10925,Super built-up  Area,Varthur,1045.0,2.0,1,40.65,2.0
10927,Super built-up  Area,Marathahalli,1102.0,2.0,2,53.67,2.0
10931,Super built-up  Area,Kothanur,1140.0,2.0,2,56.0,2.0
10932,Super built-up  Area,Balagere,900.0,1.0,1,55.0,1.0
10933,Plot  Area,Other,2350.0,5.0,1,220.0,5.0
10934,Plot  Area,Nagarbhavi,1200.0,3.0,2,220.0,3.0
10935,Carpet  Area,Other,2050.0,3.0,2,135.0,3.0
10936,Super built-up  Area,Sarjapur  Road,1335.0,2.0,1,95.0,2.0
10937,Plot  Area,Other,2100.0,1.0,1,200.0,2.0
10938,Super built-up  Area,Hebbal,1255.0,3.0,2,77.68,3.0
10940,Super built-up  Area,Hosakerehalli,2376.0,3.0,1,220.0,3.0
10941,Super built-up  Area,Thanisandra,900.0,1.0,1,46.0,1.0
10942,Super built-up  Area,Other,1276.0,2.0,0,146.0,2.0
10944,Super built-up  Area,Kodichikkanahalli,1400.0,3.0,3,66.0,3.0
10947,Built-up  Area,Malleshwaram,2200.0,3.0,2,220.0,3.0
10949,Built-up  Area,Green Glen Layout,1740.0,3.0,3,80.0,3.0
10950,Super built-up  Area,Anekal,900.0,1.0,1,38.0,2.0
10951,Super built-up  Area,Bannerghatta Road,1154.0,2.0,2,47.0,2.0
10952,Built-up  Area,Munnekollal,1200.0,2.0,2,40.0,2.0
10953,Super built-up  Area,Hennur,1155.0,2.0,2,54.5,2.0
10955,Built-up  Area,Other,900.0,1.0,1,125.0,1.0
10956,Super built-up  Area,Hebbal,2408.5,5.0,2,192.0,4.0
10957,Super built-up  Area,Padmanabhanagar,1100.0,2.0,1,60.0,2.0
10958,Super built-up  Area,Hormavu,1250.0,2.0,2,65.0,2.0
10959,Super built-up  Area,Kothanur,1400.0,2.0,1,70.0,2.0
10960,Super built-up  Area,Other,1600.0,3.0,2,100.0,3.0
10961,Built-up  Area,Electronic City,1060.0,2.0,1,55.0,2.0
10962,Super built-up  Area,Horamavu Banaswadi,1272.0,2.0,2,50.0,2.0
10963,Super built-up  Area,Kanakpura Road,1296.0,2.0,2,105.0,2.0
10964,Built-up  Area,Other,2100.0,3.0,2,220.0,4.0
10965,Super built-up  Area,Other,1945.0,3.0,3,115.0,3.0
10969,Super built-up  Area,Other,2100.0,3.0,1,220.0,3.0
10971,Super built-up  Area,Subramanyapura,1880.0,3.0,2,110.0,3.0
10972,Super built-up  Area,Other,2408.5,4.0,2,220.0,4.0
10973,Super built-up  Area,Kenchenahalli,1060.0,2.0,2,52.0,2.0
10974,Super built-up  Area,Hennur Road,2041.0,3.0,3,138.0,3.0
10975,Built-up  Area,Hulimavu,1050.0,2.0,2,125.0,2.0
10979,Built-up  Area,Sarjapur  Road,1680.0,3.0,2,126.0,3.0
10980,Super built-up  Area,Thanisandra,1411.0,3.0,2,100.0,3.0
10983,Built-up  Area,Other,2408.5,4.0,3,220.0,4.0
10984,Super built-up  Area,Thanisandra,1702.0,3.0,2,120.0,3.0
10988,Super built-up  Area,6th Phase JP Nagar,1515.0,2.0,2,135.0,3.0
10990,Super built-up  Area,JP Nagar,1107.0,2.0,1,57.0,2.0
10991,Super built-up  Area,Old Madras Road,1720.0,3.0,2,106.0,3.0
10992,Super built-up  Area,Other,1540.0,3.0,2,150.0,3.0
10993,Super built-up  Area,Bannerghatta Road,1000.0,2.0,1,44.5,2.0
10994,Super built-up  Area,Electronic City,900.0,1.0,1,40.42,1.0
10996,Built-up  Area,Other,2408.5,4.0,0,220.0,4.0
10997,Plot  Area,Other,900.0,2.0,2,160.0,2.0
10998,Built-up  Area,Bannerghatta Road,1250.0,2.0,0,48.0,2.0
