,id,comment_text,identity_hate
762,0209d36a737f1769, requested move canada national football team disambiguation    theres  i recently moved the american football team which used to carry the moniker canada national football team to canada national american football team and i consider this move request if successful to be vindication of that move b  b ,0
763,020ab7d9e9647683,i think clockback that your suggested reference to ainsworths involvement in the img is too long and that something along the lines of brief flirtation would be better i think that the img reference needs to be shortsomewhere in the early career sectionposted after the article has been expanded a little otherwise the article might appear weighty i think the last point is important as it seemed to be a consensus reached by a number of wikipedia editors after much wrangling and gnashing of teethbut bedsides this brief dalliance with marxism in an overall consideration of his political career pales into insignificance compared to his being controversially thrust as a third choice candidate into the position of defence secretary at a time of crisis for the british army in terms of the number of casualties being sustained and a lack of resources this is simply not reflected at all in the ainsworth article i tried reflecting it as follows his appointment formed part of a chaotic cabinet reshuffle by the prime minister who considered at least three other candidates before appointing ainsworth but this was dismissed as speculative opinion by  above even though from my point of view it is easily the most significant event in ainsworths biography perhaps we can reach a consensus that if a better reference can be foundwhich i suspect should not be difficultthat it can be reincluded i want to stress that this is again not meant to be an ad hominem slight against ainsworth but merely drawing attention to the fact that his appointment was the equivalent of throwing someone in at the deep end and indeed he has had a very difficult time of it since his appointment actually it reflects worse on brown and the farcical reshuffle  ,0
764,020ae7c316320e74, greek love im looking for a way to extricate myself honorably from this mess im leaving a note here because you closed this afd where i made a commitment to do as you instructed in the closing statement there are two editors who have long sought to delete or eviscerate the article one of whom has used a series of user names unacknowledged on his current user page but available  so at first glance it may appear on the talk page there are more than two editors in the suppress camp i complain here about their coordination other editors including  and i simply cant do it any longer i havent changed my position on the validity of the article but ive been accused on various talk pages and never the appropriate notice boards of edit warring ownership disruption and even pedophilia by implication all for trying to carry out what the community decided im done i need to limit my time on wikipedia at present and wish for that time to be spent pleasantly and productively when ive made a commitment though it grieves me not to keep it im not asking you to do anything im just explaining why i cant keep my word as given at the afd   wow that is a messcertainly no hard feelings  on my end it is clear you endeavored in good faith to improve the article i have found that knowing when to walk away is an essential skill not only here but in the real world sometimes your presence despite your best intentions is harmful rather than helpful and sometimes a dispute just isnt worth it anymore best of luck in your future endeavors here    mailchimp im not that bothered but i think that the mailchimp speedy deletion was a mistake  it did cite that it was one of the more important email marketing programs so it was stating the importance  something that was supposed to be the original problem  the criteria specifies a credible claim of significance wordpress pages are not reliable sources however i would certainly not object to it being restored as a redirect as it was for several momnths before today   talkback talk just a hunchcall it my intuition but im guessing that his username is a direct challenge to patrolling admin that you guys wont block him based on the username itself but his contribution speaks volume of his nonsense louder my other hunch being hes a returning editor than his username does just my  cents cheers   there are plenty of legitimate reasons to be a returning editor the username is not a blatant violation of the policy  if you have any evidence of socking file at wpspi    recreation of article shay carl i would like to request that the article shay carl be recreated see the deleted talkshay carl for my reasons note talkshay carl was delete because of  not notibility    well there was,0
765,020b56ff2fcdec10,wheres the  defendants figure coming from nuremberg and vietnam an american tragedy by telford taylor us chief counsel at nuremberg mentions ,0
766,020b6dee4858be18,oh hey a response thats cool i personally feel that having the fortitude to call out ttn on his obvious flaws should warrant a few dozen barnstars but i see where youre coming from if you insist on keeping the block i would like to formally request the reason for this accounts blocking to be changed to reflect the real reason instead of being noted as a common vandal maybe a reason along the lines of being a pain in the ass like that one guy on nakons talk page statedon that subject maybe he should be blocked too after all he did use a cuss word and thats technically worse than anything ive ever said     ,0
767,020baf1598972ea6,no you have the right to express an opinion that you consider it to be hasbara or crap or both you do not have the right to identify it as hasbara crap or both,0
768,020bed950193546c,ga reviewthis review is transcluded from talkbattle of rowton heath the edit link for this section can be used to add comments to the reviewreviewer  yes ill take a look over the next few days  and then start to make some comments  yes ,0
769,020befd59ff2e981,for evidence please make sure you make yourself familiar with notes for the suspect before editing the evidence page,0
770,020c16fd5ab352ef,afdplease see wikipediaarticles for deletionrevelations guidelines for notability are outlined generally at wpn and specifically for songs at wpnsong thank you,0
771,020dbbdb2f69bd97,organizations class  start               importance low           maindykdate           needsinfobox yes     needsimage yes       attention         wikiproject ,0
772,020edaf0f24e861f,actions in lala land have real world consequences   ,0
773,020f1a0b28fdf3cf,dean wormer works for the racists in jena lai will continue to update the posting for jena la to reflect the fact that thier famous person of note was a segregationist democrat which is in fact a historically accurate description,0
774,020fc8aea1800528,woopsies oh thank you soooo much  i didnt know  i promise that ill never ever do it again ok,0
775,0211c2463faca41a, for everyones info particularly admins i believe the latest sockpuppet for igor is   just a heads up  ,0
776,0211f0b6fba59261,why are you giving me warnings before someone marks this as vandalism i want you to at least read this why is this vandalism i dont understand i am new to wikipedia and i am trying to figure it out please do not mark this as vandalism im am not doing anything wrong i just need answers from somebody please help,0
777,0211f4a048d7ad12, gift cards for downloads re as of december   it is not possible to use gift cards to purchase  even though the gift card faq claims yes amazoncom gift cards can be used to buy amazon  and unbox downloads   strictly speaking this is a false statement as were able to pay for orders with a gift card at that time  one person already removed that line but it was reverted  is there a good way to go about providing verification    ,0
778,021295eb6cc33203,im thinking about deleting war on terror operation enduring freedom  horn of africa and operation enduring freedom  phillipines because they are redundant id like for people vote on it,0
779,0212eeff8f885e8e,no its not useful information about the topic and its a good idea only  screenshot is allowed per game at most  if they really relay something   ,0
780,0213a76c689ebb8b,my experiences came up on the talk page but once i understood wikipedia i didnt post anything on the article related to my personal experiences that was like the  day almost two months agoall of my references are verifiabletheres nothing in the article about my law suit or my being put in jail for engaging in pro se litigation  i didnt put my experiences in the judge edward nottingham article either although he was my judgei went out of my way to search for references expressing all the various sides of the issue for instance i wrote to the aba and asked for their input and in fact asked them to work on the article i also posted about issues involved with mediation and settlement with pro ses citing references from a lawyers point of view  those references were deleted by someone i cant remember who and dont know why at this point the only reference that i posted that is soft at all is a blog quoting a transcript quoting a former federal judge and i know for sure that is a valid transcript  the guy who runs the blog is a  year law student and has a business selling data services exclusively to lawyers   even the stuff that was deleted about pro se frustration i had references for i read in the wikipedia discussion of sources that blogs can be used in some contextsi dont believe that i did any original research all i did is search the internet for references for the article  i really didnt know about unbundled attorney services or the amount of pro se litigation before i started working on this article i had already been thinking about forms based filing but i started thinking about that anyway because of my experiences with ecf which date back to   also when i was younger i worked as a systems analysti did get the info on the laws and liberties of ma years ago but wikipedia already had an article on that and it probably would have come up anyway  same as the un covenantcant really hide that   i didnt add a and b together to prove a point at least not consciously like today i was reviewing appellate procedures and it seemed that the  circuit had a more pro se friendly tone which i think is because of judge learned hand who was in the fifth circuit and the only reason i know about that is that one time i went in every federal circuit and searched on the words pro se in the  because i was trying to see if there was a history of putting pro ses in jail for being pro se no there was not  what i found in the  was that some circuits denied all the pro se appeals without even saying why but judge learned hand seemed pro se friendlyi believe that your posting things about pro se litigants getting an unfair advantage is soap boxing i do understand your wanting to win thru competition though and about law as a business ive been an entrepreneur i didnt know about the federal judicial center until i started working on this article that book on appellate procedure i found looking for references for this article the manual on complex litigation i found looking for references for this articlearguing with you helps me to clarify the issues for myself  one thing i started thinking about a lot in the past few weeks is slavery and how that affected the history of pro se litigation i ordered the book slave nation at the library but i havent got it yet but now when i look at pro se law in the different states i think free state slave state border state also there were issues related to indians in some of the western states the labor union movement had a lot to do with it too i think so did the history of workmens comp which is of course related to unions  ,0
781,02152ce921425374,try passing illegaly the border from usa to mexico youll end in prison too but there no communists there,0
782,02156b4fe1fae4ed, unsourced personal commentary a new account has re added this it looks like unsourced personal commentary,0
783,021587136d7eb2f0,your comment is indented as if it is a response to mine but i am not the one who removed the discussion,0
784,0216383e7d4f079c,when i looked at the cato edit it was simply a removal of the reference the addition of another donor and a change in the language without an edit summary to explain the changes were unjustified your clarification certainly helps thanks also for adding the reference on summers frankly i did not look at the sources removed or added my main concern was the unexplained edits summaries are important and then i saw that the messages about these same concerns from a while back so my message is more of a reminder most importantly you are incorrect if you think it is not against the rules to add unsourced material one of the core content policies is wpv and wprs allows us to carry out that policy happy editing    ,0
785,0216ec6158e308bd,we all know that just about everyone here watches the updates theres a reason they arent listed   complaints  ,0
786,0217bce50f7ba180,ive been though the article its simply untrue that only men are consistently referred to a jews but womabn and children are not many passages refer generally to jews clearly meaning men woman and children only one sentence corresponds to your criticism the screening of the population however resulted in  jews  jewish women and  jewish children of which  jews and  jewish women were shot in cooperation with the security service this particular sentence should be rewritten ill just do it but the sentence itself is grammatically confusing so whoever wrote it may wish to check that i understood it correctly   ,0
787,0217d381e653d6c7,hello long time no shart,0
788,0218713b96c82905,other bush articles not referenced in george w bushnone of the following articles is mentioned in the george w bush and perhaps should be bushs brain how karl rove made george w bush presidential domestic policy of the george w bush administration early life of george w bush economic policy of the george w bush administration electoral history of george w bush fictionalized portrayals of george w bush foreign policy of the george w bush administration george w bush and the iraq war george w bush as governor of texas george w bush cabinet george w bush presidential campaign george w bush presidential campaign  george w bush presidential library george w bush pretzel incident george w bush substance abuse controversy george w bush supreme court candidates george w bushs first term as president of the united states george w bushs second term as president of the united states list of books and films about george w bush list of george w bush legislation and programs list of nicknames used by george w bush list of people pardoned by george w bush mahmoud ahmadinejads letter to george w bush movement to impeach george w bush presidency of george w bush professional life of george w bush public perception of george w bush religious faith of george w bush the lies of george w bush mastering the politics of deception,0
789,0218dc5696910895,a third term is significant simply because it is rare the electorate and party often on behalf of the former are disillusioned with the party leader by this time thus they kick himher out read about margaret thatcher,0
790,02195073bd639320, some baklava for you   a gift in the hopes that you reconsider my indefinete block a traditional food from the middle east made best in afghanistan  ,0
791,0219f569a4d42602,referring to her as catherine i was told in no uncertain terms that i could not refer to anyone living or dead by their  names on wp  if a female had a title she had to be referred to as that throughout her article  ie lady amy or lady dudley for amy robsart even though lady amy was wrong before she was married as she was the daughter of a knight  had no title  wrong after northumberland was attainted  all his children lost their styles as offspring of an earl  a duke  she did not become lady dudley until elizabeth i knighted robert dudley near the end of amys life nor was she then lady amy dudley as legally she was no longer the wife of the son of an earl  duke  i thought it was simpler to refer to her as just amy throughout rather than explain the changes that occurred with her name  styles but was told it was against wp rules though i wasnt pointed to a link for it  noblewomen are usually called by their  names round here as far as i can see even when they have surnames  are not of something  mary boleyn is called mary not lady carey or lady stafford catherine neville is called catherine  not the duchess of norfolk etc  theyre not royals  as for males i was told they had to be referred to by their title  ie leicester   or last name  ie dudley  i was banging head on keyboard going but  no one just says the king all the time or refers to them as plantagenet or keeps changing their titles  ie henry of bolingbroke going from earl of derby to duke of hereford to duke of lancaster to king of england   so how does kate get to be consistently referred to as catherine throughout the article without her title appended  ive only been here a few months  i would appreciate it if someone could actually explain this to me as my main interest is british history  i am quite confused,0
792,021b91aedb549908, saysi will be changing your elegant profile shot of bruce to a better picture as soon as i upload it i appreciate ordinary jay bruce fans but i am jays biggest fan thanks for your attention i think jay would agree that a picture on wikipedia has little to do with furthering his career but nice try,0
793,021cbf1323a0bfbc,they are all cunts its not worth editing articles here concerning any serious issue all sides consist of either people employed to edit or people with very strong opinions that will never ever change they advocate their stance as something that is interesting to them instead of using the encyclopedia as a book of knowledge and contributing what they are sure to know  soon with the centralization of the net into larger and larger sites independent information in general will be extinguished wikipedia a project that started by nerds and professionals within their set fields will become the altar of knowledge where depth and true insight is sacrificed for becoming the sound magnifier of yellow press and popular science the new tool that is intended to auto translate articles from one wikipedia to an other will extinguish the few national wikipedias that through their niche provide those of multilingual capacity an ability to crosscheck facts through other perspectives with few small independent sites left with no or few free university pages left real knowledge will be the privilege of the few that know how to use academic search engines and have the money to pay for them ,0
794,021d29eba82c3481,ive said once i say it again  if you don like thugstep thats you bizness if you think that quite a range of refenreces to webpages stays it nonnotable you are welcome to tell it to admin for it to be deleted  ,0
795,021d68ecd1056359,although it doesnt extend to the modern era you might want to look at ancient higherlearning institutions to see how it relates to chinese higher learning institutions,0
796,021da446e1edff81,do not harass other editors with no basisyou have posted a baseless warningthreat on my user page do not post any more things on my page otherwise i will complain to the administrators or even jim wales if i have to,0
797,021dd03523405d27, the comma is not the correct title for the first series yes minister without the comma i believe it was only yes prime minister that ever had the comma unless there are objections i will be moving the page,0
798,021ee3ced4a351a1,excellent and please dont damage your book on our account for sure it is an interesting question where was the camera thats a fair question to jump to the conclusion that it was impossible is ludicrous but thats typical for the moonbats the picture is useful for another reason as it shows a similar relative position of the lem and the antenna for this apollo  flight as on that web page that argues about those objects in apollo  in both cases the antenna is at a  degree angle away from the lem and both the near photo and the distant photo on that website are consistent with each other despite the websites claims to the contrary the moonbats isolate on specific items as their evidence but the more one sees the broader picture the more their phony arguments get shown up  ,0
799,021f3afbb7aaa938,content subsumed into maneesh page same entry different spelling and redirect,0
800,0220e4e1ce01d033,ditto  congrats and all the best to you,0
801,0220fd7637aa5f5c, is when that part of the video shows it  it says lots of small villages have prostitution in karaoke joints and that this one had a single orangutan in it  it doesnt say its common everywhere though  ,0
802,02230885017a50c5,fuck you smith please have me notified when you die i want to dance on your grave,0
803,02232170e073b7cb,i have seen your post now but i replaced the pop punk reference which was there again with rock a few days before,0
804,02247d7b772ce9a4,please avoid using abusive edit summaries as per wikipediacivility and wikipediano personal attacks thanks and happy editing please do not make personal attacks on other people as you did at minneapolis minnesota wikipedia has a policy against personal attacks in some cases users who engage in personal attacks may be blocked from editing by admins or banned by the arbitration committee comment on content not on other contributors or people please resolve disputes appropriately thank you,0
805,0224ce2225ea1fc8,dect isnt really a new technology its a newer standard but tdmtdmafdma digital telephones have been used for a lot longer than the life of dect dect is itself a successor to  japans phs is very similar and of course gsm damps and others have been extensively used across the world for a decade and a half to suggest there are special health issues with dect would most definitely be placing undue weight on the subject dect is considerably lower power than the analog systems it replaces both during transmissions and inherently because even when in use the td nature of the system means the system isnt transmitting continuouslyas i believe ive said before there is nothing wrong with there being a properly researched article about the health effects of lowpower radio technology and there being a link in the see also section of this article to it that article of course should look nothing like the section i yanked there is nothing about dect however that merits a special section on dects dangers especially when  new technology or otherwise  there is no serious level of concern being expressed by anyone authoritative on this issue,0
806,022509df20736807,i shit on your face fuck you,0
807,02266b7fc5746618,you are so retarded,0
808,02279d965b3244e1,users using sockpuppets in this discussion note that user nightscream is soliciting sockpuppets of toure neblett to join this discussionhttpenwikipediaorgwikiusertalkhalaqahhihalaqahthis isnt surprising considering nightscreams slimy debating tactics and ad hominem smears  it looks like the reality is that there are only one or two actual people opposed to teh inclusion of the last name and the rest are their sockpuppets  though i guess it demonstrates that nightscream is not one of toures own sockpuppetsfyi i am not using a user name in this simply to make it clear i am not a sockpuppet,0
809,0227cbc04ac379cf,thanks stephan my interpretation is that mrniceguy removed the content before discussing it on the talk page if he was concerned about contents reliability i thought i read that editors are supposed to bring it up in discussion first and reach a consensus instead of deleting sourced material,0
810,02287d98364f4484, which i made up by fixing stem articles,0
811,02287ead9e4fcd86,alex albrechtwhy have you removed my additions to the alex albrecht page they were totally relevant,0
812,0228f8ff42b5cf40, in a tank for bioelectrical impedance analysis etc i fail to see how either of the two pictures recently added improve the article in any way,0
813,0229107e1bd26a14,the images have been missing for a while as wikipedia was down for about  hours i just hit rollback which among other things restored the patrick stewart which i then removed but didnt see you had made other valid edits i also linked harold wilson from prime minister to prime minister of the united kingdom the deletion was done at  gmt by which time the servers were up you should register then you could bypass these invalid messages cheers  talk,0
814,0229d0cd9a4603df,amazing thank you very much   ,0
815,022af9360c61f05f,groin you sad fuck im going to restore my edit and you are going to leave it or else i wil knee you in the groin yourself prick ,0
816,022bd3f57f22f95f,may  your behavior on the talkpage of honor harrington has been below par you do not know how to take defeat with grace and start behaving childishly let me warn you that your next childish edit will likely result in a mention at wpani or a user review,0
817,022c678ddddb54fd,video game for pete sake if i see that false video game article one more time ill throw a cat out of the window whoever you are stop it now it isnt funny or clever you are just making a moron out of yourself and i bet that was the same person who changed the test card date too,0
818,022c7cb992b23b92, palmisano playing for iowa state in the  is a free pass i think im pretty sure they were division i then  as far as a list of coaches go im not sure thats an articleworthy list at that level of competition as opposed to it being folded into a general malone college athletics article but i wouldnt file an afd over it its a compromise anyway  seeing as youre digging into uncovering notability for those folks want a full week for it   ,0
819,022d8981f83590b0,history kallikids was created by karen bach in march ,0
820,0230a11d73695ae8, massacre i note that kent state massacre redirects to this page and that other similar massacres in history  wherein government forces murdered civilians for protesting government policies  are termed as such and such massacre  there is no legitimate reason aside from sensitivity to extremist viewpoints in the united states to continue calling this article kent state shootings  it should be changed to kent state massacre  a cheap acknowledgement in the lead paragraph is insufficient  i would appreciate discussion on this move and i will initiate the move myself soon enough   ,0
821,023139ad38255929, july  please stop if you continue to vandalize wikipedia you will be blocked from editing,0
822,0232d257b86fabf8,notice of objection to proposed deletionin accordance with the rules on this i hereby notify you of ourmy objection to your proposed deletion of the subject article office of the court administrator v floro jr   ,0
823,0232e2de22311164,barnes                  aus                                   ,0
824,0233045e691927af,  may  utctimysmidge ,0
825,0234b8e789a484cf,two thingsit makes no difference to the validity of edits if an editor is anon and going around reverting a persons edits en masse because you didnt like one of them will yield timeconsuming problems for you   ,0
826,0236f714de182059,hi nice of everyone to listenwell ive been here for about  have had afew problemsbut two have been the worsthad a mamogram  ago  to call my doctor emediatly needed other views an presedgureswas incounculsive we all no that not possable fir that cause its just like an xray havent been able to gohave no wayto get there plus i have high blood pressure thets been running about the last time was around   i no thats very high the hospital xray techs seceritary said if i didnt get to the doc to get referral as soon as possible that by the time i did it would be to late to do any thing for me i no its to late all i want is to no how long i have left have  one in opelousas laone in hawiyeione in walker lai would like to see be fore i diehave a partner i want too spend as much of what i have left with i love my kids an partnermore than life its selfim looking for some help to get to a doctor i dont have the money to do thishave no income to speak of zero my partner and i are seperated right now he is helping his father that has cancer also he has a lawsute from getting hurt he just bought a truck from his brouther an has had to do alot of fixing on it also with the help of his dad let his neffews daughter drive it an hour ago cause she just hot her license an wrecked it comepletly now we dont have a vihicile to help useveryone says god dont give u anything you cant handle i understand thatbut i need some help does any one out there that may be could help me with anything at alljust thought id try to asknever have asked before to much pride but im running out of time please can so one help memy email is gmailcom or this siteplease need so help if anyone cangod blesss everyone in there time of need  i hope someone may be able to help me thank you for lissen to memy age also is   ,0
827,023d01990e18a4da,he likes itin the ass by muhamad ali and kelly has a giant penis and also fucked columbus,0
828,023e413fea56a62f,here are the diffs of his edits from that report   talk ,0
829,02412f4f3b9872ae,  aug  utc,0
830,024145ecee609f08,just shut up and stay shut dont edit anymore,0
831,0242375ae7ece3b0,oh get a life you prick ,0
832,0243816955b4d271,what else specifically do you want to know,0
833,0243f64ae26b4809, rajputs not rajasthanisright p prof hancocks studies mention that the romani people are most closely related to the punjabis and rajputs im pretty sure  not rajasthanis he calls protoromani rajputic the distinction is important if they are partly descended from rajputs who were never really confined to any one part of india that would explain the linguistic variation within the indic words in romani for example why the use of o instead of aa at the end of masculine nounsadjectives in romani this is certainly a characteristic of gujarati and sindhi but is it a characteristic of rajasthani languages anyway if im wrong in making the last change i made as of now ill be happy to revert it myself oh of course  ,0
834,0243f9ac05531ad6,if you would care to discuss specifically what is bias incorrectly cited or irrelevant to this page  i will hear what you have to say  until then seeing as the search term ndaa brings readers to this page i will continue to include present information reguarding this budget bill  this is the last time i will repeat this  abusing your power will yield you no ground,0
835,02443ae134f82946,words of encouragement to user damemk in the cases of dispute with the users engaged in bulgarian nationalistic propagandadamemk you have come to the same conclusions about bulgarian  century nationalistic propaganda on english wikipediauserlaveol is one of the most prominent editors on wikipedia contributing false information in the articles about republic of macedonia macedonian nationhistorylanguageculturesports and what else nothe is spending a lot of time working on his cause pushing bulgarian nature in the articles of the domain of republic of macedoniahow far has he gone in pushing this propaganda you can see at wikipediawikiprojectromacedonia where he has listed himself as a memberso just my few words of concern for the macedonian articles in english wikipedia and the great damage done by userlaveol and other users with the bulgarian and antimacedonian propagandahopefully with the internet access becoming more affordable to the people in republic of macedonia the things will go in right direction removing the bulgarian propaganda from macedonian articles cleaning them of false fabricated information and giving the facts to the world and the views of the macedonian science and sourcesi dont have much time now but hopefully will be able to find some more in the coming period i am open to any collaborationeffort for the above goalsi am expecting that this user laveol will continue with the bulgarian nationalistic propaganda and polluting the domains in the domain of republic of macedonia simply because he is able to and can find a ways to continue to work on his agendaours is to try to remove these false claims and contribute the facts about the macedonia macedonian nationhistorylanugageculturesportsdamemk i hope you write something here at least to show that usertalkdamemk and usertalkejanev is not the same user    some insight into my user name ejanevthe only user i am using to contribute to wikipedia is ejanev it is composed of the first letter of my name emil and my last name janevuser damemk is a separate user probably that user name is comming from dame  a macedonian first name and mk or the code of republic of macedoniait does happen that i am from canada i was born in republic of macedonia and have lived there until i moved to usa first and canada before more than  yearsand yes having all the false information from the bulgarian nationalistic propaganda  originating from the  century  and having it into  century to be used to negate the macedonian nation and all its attributes by users as laveol is the reason of some of my editing actions in wikipediai am not the only usereditor from republic of macedonia or with macedonian origin that has the same views for this bulgarian nationalistic propaganda that already is infiltrated in the macedonian articlesyou can watch the contributions of specialcontributionslaveol and see that more than  of his actions are engagement in negating the macedonian nation and its attributes    ,0
836,0246bad2d4571175,at bookfindercom i found probabilistic reasoning in intelligent systems networks of plausible inference softcover isbn  publisher morgan kaufmann pub  bookfinder,0
837,02477578811d15a3,just to clarify what im referring to in particular it is not neutral to state that aerith is incorrect  talk ,0
838,024859995cf6379e,thank you for experimenting with  wikipedia your test worked and it has been reverted or removed please use the sandbox for any other tests you may want to do take a look at the welcome page to learn more about contributing to our encyclopedia    talkcontrb,0
839,02489127a1dd70f3,the article sebastien larroud  has been speedily deleted from wikipedia this was done because the article seemed to be about a person group of people band club company or web content but it did not indicate how or why the subject is notable that is why an article about that subject should be included in wikipedia under the criteria for speedy deletion articles that do not assert notability may be deleted at any time if you can indicate why the subject is really notable you are free to recreate the article making sure to cite any verifiable sourcesplease see the guidelines for what is generally accepted as notable and for specific types of articles you may want to check out our criteria for biographies for web sites for bands or for companies feel free to leave a note on my talk page if you have any questions about this   talk to me,0
840,0248b6392114c724,gba ive found out a game boy advance version of this was released theres no mention of it in the article  as we know the current acclaim doesnt have rights to this series information may be scarce,0
841,0248b8ec0483d854, proposed move  asheville civic center with the talk page hosting this discussion  us cellular center asheville north carolina us cellular center  us cellular center cedar rapids iowa both facilities now have the same name    talk  contributions  ,0
842,0249153143547788,no need to follow this policy taivo instead of just following the far more important policy of wpnpov  remain neutral there is an international dispute over this countrys name and fyrom is used by many organizations worldwide why should wikipedia abandon its usage since it is extensively used to describe the state of skopje especially in articles directly related to countries that use the fyrom name to refer to it,0
843,0249ada54eec56de,the two big things would be citation to verify that it was serialized in the weekly one reliable sites in english just say shonen jump but since you have the one that starts serialization that can be used to note when it started serialization if they mention there that its a continuation from the oneshot stories because i cant find any rs japanese or english online that confirms that the other is horiis reason for adding minimedals info on the anime about what it was based on if its mentioned is all that is really needed for the main article but could really help the anime article itself jinnai ,0
844,024ac45cad0fe649,redirect talkcolt lightning revolver,0
845,024aeaffba5fec12,no nothing like that i just wanted to clean out the clutter there were a lot of bot comments a welcome message for my old username and so on i could have archived it i suppose but i didnt think there was anything on there that was particularly worth saving for the ages,0
846,024af5392cb0139a,why your article got jumped onhi im sorry to jump on your contribution the moment you put it in but the trouble is it is simply not the sort of thing wikipedia is for these links are all in one or other of the template notices above but to put them all in one place the reasons your article is being nominated for deletion arewikipedia is not a dictionaryarticles on neologisms need strong evidence that the term is widely usedwikipedia is not for things made up one daymore advice on contribtuing in the links from the welcome paragraph above the list of bad article ideas is worth looking at tooregards,0
847,024c486593b38d79,therefore i was reverting vandalism which is an exception to the threeedit rule as mentioned on the edit warring page,0
848,024cbc7e260f5b80,user attacking me user  keeps reverting edits without consensus or giving reason he has also performed ethnic mudslinging in my direction please help,0
849,024cdbcde8b5c764,not thracian pretty simple  years away,0
850,024d9c687fa934bb,im flattered i truly am ive been here a couple of weeks and you consider me to be an established user please dont talk about me behind my back like little school children,0
851,024ff7e961835af7,chicadeei think the article name should be moved to chickadee,0
852,0251ad80bf585093,ps are you a btard,0
853,0254d9e57a36fc64,ohhh im sorry did i hurt your little feelings lets all shed a couple tears together lol what a joke i bet you feel pretty important pathetic little wikipedia volunteer have fun living in your mothers basement drawing comic books lowlife,0
854,0255bb08ff3f4c33, new image problems you again uploaded several images with dubious copyright claims you said they were from hindu newspaper and licensed under the gfdl what made you think the hindu publishes images under the gfdl if you simply invented that license in order to have a way to upload the images here then please say so now so i can quickly delete them if not i expect you will provide proof within the next  days showing where and how that newspaper placed the images under that license if you do neither you will be blocked   ,0
855,025604aa4813e4fd,bunchofgrapes request you please cease revert warring bunchofgrapes i respectfully ask you to please stop your instant reverts on my edits if you have a problem with any of my edits then do so from knowledge but explaining what is wrong about the sourced materials and edits rather than making blind statements designed to allow you to revert for no reason and again please cite your sources you seem to not be able to cite anything that would back up your instant reverts and accusatory tone telling others that they are reverting when you have made several instant reverts with no explaination on the edit or added source please cease this and cite your sources edit the materials according to jimbo wales npov and make sure your sources are verifiable before your reverts thanks,0
856,02575816446fde51,and whats the problem with neo      ,0
857,02579edca7b9fe6d,wow big man here cant take a little criticism and is upset about his failure to become an admin so what does he do looks for the closest person to run to some admin on wikipedia well played dietlimecola hey if im blocked itll be less times youve been and for far better reasons oh my god some girl was looking at wikipedia for her paper and i didnt see the teacher so i couldnt tattle so i took matters in to my own handsi also couldnt help notice how sad it is that you so quickly noticed my updates do you just sit their at your computer waiting for an update please tell me you didnt watchlist this page you did didnt you all in all everything can be summed up with a simple saying,0
858,0257f2007efc5f22,glen is coolglen is such a cool bloke and loves being nice guy,0
859,0257fc79c2d894f4,parodies not intentionally surely  ,0
860,02584ab341b0cc55, pandur the name derives from pandur a sumerian term for longnecked lutes source of our knowledge about this instrument is since the ancient greek mantineia marble  century bc now exhibited at national archaeological museum of athens depicting the mythical contest between apollo and marsyas where greek pandouris is being played by a muse seated on a rocknational archaeological museum of athens ebook by latsis foundation p lutes have been present in ancient greecepandura the first appearance in greece they were also present in mesopotamia since the akkadian era or the third millennium bce,0
861,025a48160d5c8617,i accept your comment in the spirit in which it is offered terminology matters and it can be hard to find the correct word it was another editor who sought to distinguish civilised behaviour from that of indians my point was that even if one accepts such a distinction nonindians have committed absurdly large atrocities in addition i could have pointed to the mystic massacre as a completely onpoint example of a butchery that shocked our native population nonetheless both tribal mongols and tribal american indians had or have civilizations by any reasonable definition   ,0
862,025abee8428a80d8,no i dont agree my info will be saying up since you are in such a hurry to edit the page why dont you fix the info that have you have sourced with a broken link   ,0
863,025afc53b522918d,i thought personal attacks were welcome as long as you revert them yourself and i thought restoringmentioning them was grounds for an indef block could our junior miss admin have missinformed mei have arrived just in time,0
